RecordDateTime,ModuleName,ThreadId,FileNameAndLineNum,LogLevel,Description
10:47:58:281 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , "CTaskDB::Delete:[delete from task_v2 where id = '3EBEFC553141245C8B6ECE3386224A91';]"
10:47:58:299 , CieMyCtrl , 7064 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::DelChangedTaskIdFromSet:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:3EBEFC553141245C8B6ECE3386224A91
10:47:58:409 , CieMyCtrl , 18176 , "LDTaskMgrAdapter.cpp : 73" , 4 , "send  request 12: POST https://content-yunpan.lenovows.com/v2/chunked_upload?hash=11082943a1bf56cf366a8bb035f8ab5d74bd79cdf4ea27769482c5fcf842c7fe&offset=0&upload_id=9f7cafea-d641-4865-bcaf-ead641b865e9 "
10:47:58:409 , CieMyCtrl , 18176 , "LDTaskMgrAdapter.cpp : 73" , 4 , "server return 12: [ 200 ] {""upload_id"":""9f7cafea-d641-4865-bcaf-ead641b865e9"",""hash"":""11082943a1bf56cf366a8bb035f8ab5d74bd79cdf4ea27769482c5fcf842c7fe"",""status"":""success""}"
10:47:58:460 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CSubTaskDB::DoSave:C:\Users\È«ÐËÎÄ\AppData\Roaming\Lenovo\UploadPlugin\LenovoCloud\958FA1A30BE621EF1D9EC7AFBB75726F\subtasks.db
10:47:58:460 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:47:58:460 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:958FA1A30BE621EF1D9EC7AFBB75726F;state:StateWorking
10:47:58:460 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:47:58:460 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:958FA1A30BE621EF1D9EC7AFBB75726F;state:StateWorking
10:47:58:683 , CieMyCtrl , 7064 , "LDTaskMgrAdapter.cpp : 90" , 4 , "delete from task_v2 where id = '3EBEFC553141245C8B6ECE3386224A91';"
10:47:58:720 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:3EBEFC553141245C8B6ECE3386224A91
10:47:58:720 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:3EBEFC553141245C8B6ECE3386224A91;state:StateStop
10:47:58:725 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , "CTaskDB::Delete:[delete from task_v2 where id = '3EBEFC553141245C8B6ECE3386224A91';]"
10:47:58:725 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:3EBEFC553141245C8B6ECE3386224A91
10:47:58:725 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:3EBEFC553141245C8B6ECE3386224A91;state:StateNone
10:47:58:990 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , "CTaskDB::DoSave:[update task_v2 set  id='958FA1A30BE621EF1D9EC7AFBB75726F', add_time=1584413273691, is_upload=1, state=4, group_id='{CB6F7374-4E37-454F-8798-170B61D27D9E}', task_info='{""task_id"":""958FA1A30BE621EF1D9EC7AFBB75726F"",""state"":""StateWorking"",""is_folder"":false,""add_time"":1584413273691,""priority"":3,""size"":7661023,""sub_task_count"":1,""is_upload"":true,""error_code"":0,""error_info"":"""",""complete_bytes"":0,""send_bytes"":4194304,""used_time"":4036,""complete_sub_task_count"":0,""speed"":1532204,""group_id"":""{CB6F7374-4E37-454F-8798-170B61D27D9E}"",""box_file"":{""path"":""/UC-download (1).mp4"",""neid"":"""",""rev"":""""},""local_file"":{""path"":""E:\\ÁªÏëÔÆÅÌ\\UC-download (1).mp4""}}'where id='958FA1A30BE621EF1D9EC7AFBB75726F';]"
10:47:59:101 , CieMyCtrl , 18176 , "LDTaskMgrAdapter.cpp : 73" , 4 , "send  request 13: POST https://content-yunpan.lenovows.com/v2/chunked_upload?hash=7fce6b3af380199791a13ae492de2c472d294ccbafe566b3376074a4ab9eb1a6&offset=0&upload_id=9f7cafea-d641-4865-bcaf-ead641b865e9 [ x:|iw~}??5'??$?C??r??3?8?	s>e????5???[?/??i?W??U???`@?0???????H??0V???2>X ]"
10:47:59:102 , CieMyCtrl , 18176 , "LDTaskMgrAdapter.cpp : 73" , 4 , "server return 13: [ 200 ] {""upload_id"":""9f7cafea-d641-4865-bcaf-ead641b865e9"",""hash"":""7fce6b3af380199791a13ae492de2c472d294ccbafe566b3376074a4ab9eb1a6"",""status"":""success""}"
10:47:59:104 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:47:59:104 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:958FA1A30BE621EF1D9EC7AFBB75726F;state:StateWorking
10:47:59:104 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:47:59:104 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:958FA1A30BE621EF1D9EC7AFBB75726F;state:StateWorking
10:47:59:363 , CieMyCtrl , 12420 , "LDTaskMgrAdapter.cpp : 73" , 4 , "send  request 14: POST https://content-yunpan.lenovows.com/v2/commit_chunked_upload/commit/databox%2fUC-download%20(1).mp4 [ bytes=7661023&is_file_commit=true&op_type=sync&overwrite=true&path=%2fUC-download%20(1).mp4&hashes[]=11082943a1bf56cf366a8bb035f8ab5d74bd79cdf4ea27769482c5fcf842c7fe&hashes[]=7fce6b3af380199791a13ae492de2c472d294ccbafe566b3376074a4ab9eb1a6 ]"
10:47:59:363 , CieMyCtrl , 12420 , "LDTaskMgrAdapter.cpp : 73" , 4 , "server return 14: [ 200 ] {""metadata"":{""access_mode"":1,""account_id"":426291,""bytes"":7661023,""delivery_code"":"""",""desc"":"""",""hash"":""5b07cc6dab059649facc012388cda062"",""is_deleted"":false,""is_dir"":false,""mime_type"":""video/.mp4"",""modified"":""2020-03-17T10:48:00+0800"",""neid"":609197291,""path"":""/UC-download (1).mp4"",""result"":""success"",""rev"":""44f011d9346b48e6aa847122381b5e3b"",""rev_index"":1,""router"":{},""size"":""7.3 MB"",""thumb_exist"":false},""needed_block"":[],""upload_id"":""""}"
10:47:59:433 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:47:59:433 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:958FA1A30BE621EF1D9EC7AFBB75726F;state:StateWorking
10:47:59:433 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:47:59:433 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:958FA1A30BE621EF1D9EC7AFBB75726F;state:StateWorking
10:47:59:450 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CSubTaskDB::DoSave:C:\Users\È«ÐËÎÄ\AppData\Roaming\Lenovo\UploadPlugin\LenovoCloud\958FA1A30BE621EF1D9EC7AFBB75726F\subtasks.db
10:47:59:450 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:47:59:450 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:958FA1A30BE621EF1D9EC7AFBB75726F;state:StateCompleted
10:47:59:472 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , "CTaskDB::Delete:[delete from task_v2 where id = '958FA1A30BE621EF1D9EC7AFBB75726F';]"
10:47:59:747 , CieMyCtrl , 7064 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::DelChangedTaskIdFromSet:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:48:00:767 , CieMyCtrl , 7064 , "LDTaskMgrAdapter.cpp : 90" , 4 , "delete from task_v2 where id = '958FA1A30BE621EF1D9EC7AFBB75726F';"
10:48:00:826 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:48:00:826 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:958FA1A30BE621EF1D9EC7AFBB75726F;state:StateStop
10:48:00:833 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , "CTaskDB::Delete:[delete from task_v2 where id = '958FA1A30BE621EF1D9EC7AFBB75726F';]"
10:48:00:833 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , CLDTransMgr::AddChangedTaskId:strGroupId:{CB6F7374-4E37-454F-8798-170B61D27D9E};strTaskId:958FA1A30BE621EF1D9EC7AFBB75726F
10:48:00:833 , CieMyCtrl , 9000 , "LDTaskMgrAdapter.cpp : 73" , 4 , AddChangedTaskId:id:958FA1A30BE621EF1D9EC7AFBB75726F;state:StateNone
